team_id,round_id,hosp_rmse,hosp_nrmse,r0_rmse,round_score
Team-07,1,0.118293,0.060976,0.065452,0.061871
Team-01,1,0.24673,0.12718,0.07388,0.11652
Team-05,1,0.267242,0.137754,0.122902,0.134783
Team-08,1,0.191032,0.09847,0.32341,0.143458
Team-03,1,0.4,0.206186,0.047958,0.17454
Team-06,1,0.325576,0.167823,0.345876,0.203434
Team-02,1,0.676757,0.348844,1.366858,0.552447
Team-09,1,1.525366,0.786271,0.147037,0.658424
